"Rank","Company Names","Company Code","Marketcap","Stock Price","Origin Flag","Country"
"361","Fomento Económico Mexicano","FMX","$48.53 B","$135.65","🇲🇽","Mexico"
"362","Alpha Dhabi","ALPHADHABI.AE","$48.46 B","$4.85","🇦🇪","UAE"
"363","UniCredit","UCG.MI","$48.45 B","$28.81","🇮🇹","Italy"
"364","AutoZone","AZO","$48.39 B","$2,799","🇺🇸","USA"
"365","Energy Transfer Partners","ET","$48.32 B","$14.37","🇺🇸","USA"
"366","General Motors","GM","$48.28 B","$35.26","🇺🇸","USA"
"367","Welltower","WELL","$48.16 B","$87.03","🇺🇸","USA"
"368","Microchip Technology","MCHP","$48.06 B","$86.13","🇺🇸","USA"
"369","Volvo Group","VOLVF","$48.01 B","$23.82","🇸🇪","Sweden"
"370","The Travelers Companies","TRV","$48.01 B","$210.40","🇺🇸","USA"
"371","MediaTek","2454.TW","$47.81 B","$30.04","🇹🇼","Taiwan"
"372","Crown Castle","CCI","$47.73 B","$107.88","🇺🇸","USA"
"373","Ross Stores","ROST","$47.70 B","$141.71","🇺🇸","USA"
"374","Estee Lauder","`","$47.67 B","$133.22","🇺🇸","USA"
"375","Macquarie","MQG.AX","$47.63 B","$123.68","🇦🇺","Australia"
"376","Daikin","6367.T","$47.44 B","$162.09","🇯🇵","Japan"
"377","Infineon","IFX.DE","$47.19 B","$36.20","🇩🇪","Germany"
"378","Denso","6902.T","$47.12 B","$15.78","🇯🇵","Japan"
"379","Valero Energy","VLO","$47.10 B","$138.35","🇺🇸","USA"
"380","Maaden","1211.SR","$46.98 B","$12.73","🇸🇦","S. Arabia"
"381","ING","ING","$46.88 B","$14.11","🇳🇱","Netherlands"
"382","Emirates Telecom (Etisalat Group)","EAND.AE","$46.88 B","$5.39","🇦🇪","UAE"
"383","D. R. Horton","DHI","$46.57 B","$140.38","🇺🇸","USA"
"384","Compass Group","CPG.L","$46.57 B","$27.26","🇬🇧","UK"
"385","Takeda Pharmaceutical","TAK","$46.45 B","$14.70","🇯🇵","Japan"
"386","DexCom","DXCM","$46.42 B","$121.63","🇺🇸","USA"
"387","Copart","CPRT","$46.42 B","$48.34","🇺🇸","USA"
"388","Ford","F","$45.82 B","$11.45","🇺🇸","USA"
"389","Japan Tobacco","2914.T","$45.78 B","$25.80","🇯🇵","Japan"
"390","Kraft Heinz","KHC","$45.65 B","$37.22","🇺🇸","USA"
"391","Realty Income","O","$45.62 B","$54.84","🇺🇸","USA"
"392","Mizuho Financial Group","MFG","$45.62 B","$3.60","🇯🇵","Japan"
"393","Foxconn (Hon Hai Precision Industry)","2317.TW","$45.50 B","$3.28","🇹🇼","Taiwan"
"394","Industrial Bank","601166.SS","$45.48 B","$2.19","🇨🇳","China"
"395","BAE Systems","BA.L","$45.45 B","$14.99","🇬🇧","UK"
"396","Mindray","300760.SZ","$45.42 B","$37.47","🇨🇳","China"
"397","Constellation Brands","STZ","$45.31 B","$247.89","🇺🇸","USA"
"398","Nu Holdings","NU","$45.07 B","$9.48","🇧🇷","Brazil"
"399","Digital Realty","DLR","$44.95 B","$145.32","🇺🇸","USA"
"400","Edwards Lifesciences","EW","$44.84 B","$73.94","🇺🇸","USA"
"401","TE Connectivity","TEL","$44.80 B","$144.82","🇨🇭","Switzerland"
"402","Sempra Energy","SRE","$44.78 B","$71.17","🇺🇸","USA"
"403","Keurig Dr Pepper","KDP","$44.70 B","$31.97","🇺🇸","USA"
"404","Sika","SIKA.SW","$44.65 B","$278.35","🇨🇭","Switzerland"
"405","Holcim Group","HOLN.SW","$44.45 B","$77.83","🇨🇭","Switzerland"
"406","Humana","HUM","$44.10 B","$360.82","🇺🇸","USA"
"407","W. W. Grainger","GWW","$44.00 B","$886.62","🇺🇸","USA"
"408","First Abu Dhabi Bank","FAB.AE","$43.92 B","$3.98","🇦🇪","UAE"
"409","IDEXX Laboratories","IDXX","$43.86 B","$528.20","🇺🇸","USA"
"410","Zijin Mining","601899.SS","$43.84 B","$1.70","🇨🇳","China"
"411","Hess","HES","$43.81 B","$142.65","🇺🇸","USA"
"412","Cencora","COR","$43.69 B","$217.54","🇺🇸","USA"
"413","Hoya","7741.T","$43.64 B","$124.51","🇯🇵","Japan"
"414","Kotak Mahindra Bank","KOTAKBANK.NS","$43.60 B","$21.94","🇮🇳","India"
"415","Nordea Bank","NDA-FI.HE","$43.57 B","$12.41","🇫🇮","Finland"
"416","Banco Santander Brasil","BSBR","$43.53 B","$5.84","🇧🇷","Brazil"
"417","BASF","BAS.DE","$43.43 B","$48.67","🇩🇪","Germany"
"418","Old Dominion Freight Line","ODFL","$43.43 B","$395.26","🇺🇸","USA"
"419","Paychex","PAYX","$43.40 B","$120.64","🇺🇸","USA"
"420","Crédit Agricole","ACA.PA","$43.30 B","$14.31","🇫🇷","France"
"421","Wesfarmers","WES.AX","$43.30 B","$38.16","🇦🇺","Australia"
"422","Pacific Gas and Electric","PCG","$43.22 B","$17.00","🇺🇸","USA"
"423","OCBC Bank","O39.SI","$43.18 B","$9.61","🇸🇬","Singapore"
"424","Gazprom","GAZP.ME","$43.16 B","$1.84","🇷🇺","Russia"
"425","Seagen","SGEN","$43.15 B","$228.74","🇺🇸","USA"
"426","Danone","BN.PA","$43.14 B","$67.22","🇫🇷","France"
"427","Nucor","NUE","$43.08 B","$175.27","🇺🇸","USA"
"428","MSCI","MSCI","$43.08 B","$544.71","🇺🇸","USA"
"429","United Rentals","URI","$43.01 B","$640.17","🇺🇸","USA"
"430","DoorDash","DASH","$42.98 B","$107.94","🇺🇸","USA"
"431","Samsung Biologics","207940.KS","$42.69 B","$599.84","🇰🇷","S. Korea"
"432","CIBC","CM","$42.58 B","$45.73","🇨🇦","Canada"
"433","Suncor Energy","SU","$42.25 B","$32.62","🇨🇦","Canada"
"434","Spotify","SPOT","$42.18 B","$216.16","🇸🇪","Sweden"
"435","Williams Companies","WMB","$42.09 B","$34.60","🇺🇸","USA"
"436","Pernod Ricard","RI.PA","$42.08 B","$166.76","🇫🇷","France"
"437","Bank of New York Mellon","BK","$42.07 B","$55.42","🇺🇸","USA"
"438","Adani Enterprises","ADANIENT.NS","$42.06 B","$36.88","🇮🇳","India"
"439","Lennar","LEN","$41.67 B","$148.05","🇺🇸","USA"
"440","Bayan Resources","BYAN.JK","$41.66 B","$1.25","🇮🇩","Indonesia"
"441","Ambev","ABEV","$41.65 B","$2.64","🇧🇷","Brazil"
"442","Datadog","DDOG","$41.46 B","$126.22","🇺🇸","USA"
"443","Block","SQ","$41.35 B","$67.34","🇺🇸","USA"
"444","STMicroelectronics","STM","$41.31 B","$44.28","🇨🇭","Switzerland"
"445","Titan Company","TITAN.NS","$41.31 B","$46.54","🇮🇳","India"
"446","Allstate","ALL","$41.17 B","$157.36","🇺🇸","USA"
"447","American Electric Power","AEP","$40.96 B","$77.90","🇺🇸","USA"
"448","Hikvision","002415.SZ","$40.93 B","$4.39","🇨🇳","China"
"449","Kimberly-Clark","KMB","$40.81 B","$120.78","🇺🇸","USA"
"450","TC Energy","TRP","$40.76 B","$39.32","🇨🇦","Canada"
"451","Kühne + Nagel","KNIN.SW","$40.63 B","$339.72","🇨🇭","Switzerland"
"452","Sun Pharmaceutical","SUNPHARMA.NS","$40.45 B","$16.86","🇮🇳","India"
"453","Xiaomi","XIACF","$40.44 B","$1.66","🇨🇳","China"
"454","Kenvue","KVUE","$40.21 B","$21.00","🇺🇸","USA"
"455","CITIC Securities","600030.SS","$40.20 B","$2.87","🇨🇳","China"
"456","Oneok","OKE","$40.13 B","$68.89","🇺🇸","USA"
"457","QNB (Qatar National Bank)","QNBK.QA","$40.01 B","$4.33","🇶🇦","Qatar"
"458","Waste Connections","WCN","$40.01 B","$155.30","🇺🇸","USA"
"459","Grupo México","GMBXF","$39.93 B","$5.13","🇲🇽","Mexico"
"460","Hong Kong Exchanges & Clearing","0388.HK","$39.91 B","$31.48","🇭🇰","Hong Kong"
"461","L3Harris Technologies","LHX","$39.83 B","$210.14","🇺🇸","USA"
"462","ENGIE","ENGI.PA","$39.77 B","$15.88","🇫🇷","France"
"463","Cheniere Energy","LNG","$39.69 B","$166.60","🇺🇸","USA"
"464","Woodside Energy","WDS","$39.53 B","$20.82","🇦🇺","Australia"
"465","Newmont","NEM","$39.47 B","$34.26","🇺🇸","USA"
"466","Centene","CNC","$39.45 B","$73.86","🇺🇸","USA"
"467","IQVIA","IQV","$39.45 B","$216.17","🇺🇸","USA"
"468","Axis Bank","AXISBANK.BO","$39.40 B","$12.78","🇮🇳","India"
"469","Givaudan","GIVN.SW","$39.37 B","$4,267","🇨🇭","Switzerland"
"470","Manulife Financial","MFC","$39.27 B","$21.74","🇨🇦","Canada"
"471","The Hershey Company","HSY","$39.21 B","$191.77","🇺🇸","USA"
"472","Adyen","ADYEN.AS","$39.18 B","$1,263","🇳🇱","Netherlands"
"473","Ameriprise Financial","AMP","$39.13 B","$390.61","🇺🇸","USA"
"474","Moderna","MRNA","$39.12 B","$102.61","🇺🇸","USA"
"475","Constellation Energy","CEG","$38.81 B","$121.52","🇺🇸","USA"
"476","Fastenal","FAST","$38.80 B","$67.84","🇺🇸","USA"
"477","Cognizant Technology Solutions","CTSH","$38.77 B","$77.33","🇺🇸","USA"
"478","Agilent Technologies","A","$38.69 B","$132.08","🇺🇸","USA"
"479","Murata Manufacturing (Murata Seisakusho)","6981.T","$38.68 B","$20.47","🇯🇵","Japan"
"480","Kinder Morgan","KMI","$38.50 B","$17.32","🇺🇸","USA"
"481","Johnson Controls","JCI","$38.29 B","$56.19","🇮🇪","Ireland"
"482","Bank Mandiri","BMRI.JK","$38.23 B","$0.41","🇮🇩","Indonesia"
"483","Oil & Natural Gas","ONGC.NS","$38.23 B","$3.04","🇮🇳","India"
"484","Ferguson","FERG","$38.21 B","$188.14","🇬🇧","UK"
"485","MPLX","MPLX","$38.12 B","$38.08","🇺🇸","USA"
"486","Dominion Energy","D","$38.11 B","$45.55","🇺🇸","USA"
"487","Experian","EXPGF","$38.09 B","$41.46","🇮🇪","Ireland"
"488","Prudential Financial","PRU","$38.02 B","$105.33","🇺🇸","USA"
"489","Sysco","SYY","$37.89 B","$75.14","🇺🇸","USA"
"490","NTPC Limited","NTPC.NS","$37.88 B","$3.91","🇮🇳","India"
"491","Haleon","HLN","$37.88 B","$8.20","🇬🇧","UK"
"492","Interactive Brokers","IBKR","$37.84 B","$90.79","🇺🇸","USA"
"493","Ametek","AME","$37.80 B","$163.81","🇺🇸","USA"
"494","Maruti Suzuki India","MARUTI.NS","$37.80 B","$120.25","🇮🇳","India"
"495","DSV","DSV.VI","$37.68 B","$180.20","🇩🇰","Denmark"
"496","Dow","DOW","$37.67 B","$53.65","🇺🇸","USA"
"497","Fidelity National Information Services","FIS","$37.60 B","$63.47","🇺🇸","USA"
"498","Foxconn Industrial Internet","601138.SS","$37.60 B","$1.89","🇨🇳","China"
"499","Japan Post Bank","7182.T","$37.59 B","$10.39","🇯🇵","Japan"
"500","Las Vegas Sands","LVS","$37.57 B","$49.87","🇺🇸","USA"
"501","Baidu","BIDU","$37.43 B","$107.08","🇨🇳","China"
"502","Lonza","LONN.SW","$37.37 B","$503.21","🇨🇭","Switzerland"
"503","Ares Management","ARES","$37.28 B","$121.38","🇺🇸","USA"
"504","BCE","BCE","$37.27 B","$40.85","🇨🇦","Canada"
"505","Electronic Arts","EA","$37.23 B","$138.44","🇺🇸","USA"
"506","Alcon","ALC","$37.19 B","$75.14","🇨🇭","Switzerland"
"507","Capgemini","CAP.PA","$37.16 B","$222.92","🇫🇷","France"
"508","CITIC Bank","601998.SS","$37.12 B","$0.88","🇨🇳","China"
"509","Kuwait Finance House","KFH.KW","$37.12 B","$2,538","🇰🇼","Kuwait"
"510","Tata Motors","TATAMOTORS.NS","$37.04 B","$10.12","🇮🇳","India"
"511","Uniper","UN01.DE","$36.72 B","$84.67","🇩🇪","Germany"
"512","General Mills","GIS","$36.55 B","$64.37","🇺🇸","USA"
"513","Deutsche Börse","DB1.DE","$36.52 B","$198.78","🇩🇪","Germany"
"514","BTG Pactual","BPAC3.SA","$36.44 B","$3.60","🇧🇷","Brazil"
"515","Jingdong Mall","JD","$36.36 B","$23.11","🇨🇳","China"
"516","Gartner","IT","$36.32 B","$460.98","🇺🇸","USA"
"517","Otis Worldwide","OTIS","$36.27 B","$88.63","🇺🇸","USA"
"518","Yum! Brands","YUM","$36.24 B","$129.32","🇺🇸","USA"
"519","Palantir","PLTR","$36.19 B","$16.64","🇺🇸","USA"
"520","Wolters Kluwer","WKL.AS","$36.17 B","$149.42","🇳🇱","Netherlands"
"521","SMC corp","6273.T","$36.13 B","$560.60","🇯🇵","Japan"
"522","Zscaler","ZS","$36.03 B","$242.95","🇺🇸","USA"
"523","UltraTech Cement","ULTRACEMCO.NS","$35.63 B","$123.65","🇮🇳","India"
"524","Biogen","BIIB","$35.62 B","$245.89","🇺🇸","USA"
"525","Flutter Entertainment","PPBA.F","$35.50 B","$75.60","🇮🇪","Ireland"
"526","Verisk Analytics","VRSK","$35.43 B","$244.41","🇺🇸","USA"
"527","UOB","U11.SI","$35.33 B","$21.12","🇸🇬","Singapore"
"528","E.ON","EOAN.DE","$35.07 B","$13.44","🇩🇪","Germany"
"529","Global Payments","GPN","$35.02 B","$134.52","🇺🇸","USA"
"530","7-Eleven","3382.T","$34.99 B","$39.75","🇯🇵","Japan"
"531","Compagnie de Saint-Gobain","SGO.PA","$34.93 B","$69.45","🇫🇷","France"
"532","Jiangsu Hengrui Medicine","600276.SS","$34.87 B","$5.47","🇨🇳","China"
"533","CoStar Group","CSGP","$34.85 B","$85.36","🇺🇸","USA"
"534","Exelon Corporation","EXC","$34.74 B","$34.90","🇺🇸","USA"
"535","Rockwell Automation","ROK","$34.63 B","$302.27","🇺🇸","USA"
"536","Restaurant Brands International","QSR","$34.56 B","$77.76","🇨🇦","Canada"
"537","The Trade Desk","TTD","$34.40 B","$70.17","🇺🇸","USA"
"538","Asian Paints","ASIANPAINT.NS","$34.34 B","$35.82","🇮🇳","India"
"539","Adidas","ADS.DE","$34.32 B","$192.25","🇩🇪","Germany"
"540","Partners Group","PGHN.SW","$34.24 B","$1,321","🇨🇭","Switzerland"
"541","Generali","G.MI","$34.18 B","$22.16","🇮🇹","Italy"
"542","Cummins","CMI","$33.86 B","$238.92","🇺🇸","USA"
"543","Veeva Systems","VEEV","$33.68 B","$209.22","🇺🇸","USA"
"544","Lloyds Banking Group","LYG","$33.61 B","$2.12","🇬🇧","UK"
"545","GE HealthCare Technologies","GEHC","$33.48 B","$73.56","🇺🇸","USA"
"546","PPG Industries","PPG","$33.44 B","$141.84","🇺🇸","USA"
"547","Kroger","KR","$33.39 B","$46.42","🇺🇸","USA"
"548","Nasdaq","NDAQ","$33.36 B","$57.84","🇺🇸","USA"
"549","Swiss Re","SREN.SW","$33.21 B","$114.95","🇨🇭","Switzerland"
"550","Beiersdorf","BEI.DE","$33.21 B","$146.45","🇩🇪","Germany"
"551","Halliburton","HAL","$33.20 B","$37.10","🇺🇸","USA"
"552","Banco Bradesco","BBD","$33.09 B","$3.11","🇧🇷","Brazil"
"553","Xcel Energy","XEL","$32.89 B","$59.61","🇺🇸","USA"
"554","Adani Green Energy","ADANIGREEN.NS","$32.70 B","$20.65","🇮🇳","India"
"555","Rolls-Royce Holdings","RR.L","$32.62 B","$3.85","🇬🇧","UK"
"556","Bayer","BAYN.DE","$32.62 B","$33.21","🇩🇪","Germany"
"557","Exor","EXO.AS","$32.51 B","$93.29","🇳🇱","Netherlands"
"558","Banco do Brasil","BBAS3.SA","$32.48 B","$11.38","🇧🇷","Brazil"
"559","Hyundai","HYMTF","$32.39 B","$43.68","🇰🇷","S. Korea"
"560","Luzhou Laojiao","000568.SZ","$32.15 B","$21.85","🇨🇳","China"
"561","Royal Caribbean","RCL","$32.14 B","$125.46","🇺🇸","USA"
"562","Anglo American","AAL.L","$32.14 B","$24.03","🇬🇧","UK"
"563","Ingersoll Rand","IR","$32.13 B","$79.39","🇮🇪","Ireland"
"564","Extra Space Storage","EXR","$32.10 B","$146.94","🇺🇸","USA"
"565","Corteva","CTVA","$32.07 B","$45.51","🇺🇸","USA"
"566","Orange","ORAN","$31.84 B","$11.95","🇫🇷","France"
"567","Wanhua Chemical","600309.SS","$31.79 B","$10.13","🇨🇳","China"
"568","Coinbase","COIN","$31.77 B","$132.82","🇺🇸","USA"
"569","Loblaw Companies","L.TO","$31.63 B","$100.01","🇨🇦","Canada"
"570","Coca-Cola European Partners","CCEP","$31.52 B","$68.64","🇬🇧","UK"
"571","EQT","EQT.ST","$31.49 B","$26.61","🇸🇪","Sweden"
"572","GlobalFoundries","GFS","$31.44 B","$56.84","🇺🇸","USA"
"573","Bajaj Finserv","BAJAJFINSV.NS","$31.36 B","$19.70","🇮🇳","India"
"574","Goodman Group","GMG.AX","$31.33 B","$16.50","🇦🇺","Australia"
"575","ON Semiconductor","ON","$31.32 B","$72.73","🇺🇸","USA"
"576","VICI Properties","VICI","$31.29 B","$30.25","🇺🇸","USA"
"577","Consolidated Edison","ED","$31.23 B","$90.49","🇺🇸","USA"
"578","Martin Marietta","MLM","$31.23 B","$505.35","🇺🇸","USA"
"579","Mitsubishi Electric","6503.T","$31.18 B","$14.90","🇯🇵","Japan"
"580","Adani Ports & SEZ","ADANIPORTS.NS","$31.11 B","$14.40","🇮🇳","India"
"581","Amadeus IT Group","AMS.MC","$31.09 B","$70.83","🇪🇸","Spain"
"582","Swisscom","SCMN.SW","$31.05 B","$599.54","🇨🇭","Switzerland"
"583","Naspers","NPSNY","$31.04 B","$33.65","🇿🇦","South Africa"
"584","Japan Post Holdings","6178.T","$31.02 B","$9.57","🇯🇵","Japan"
"585","Hapag-Lloyd","HLAG.DE","$30.95 B","$166.97","🇩🇪","Germany"
"586","CaixaBank","CABK.MC","$30.75 B","$4.17","🇪🇸","Spain"
"587","LyondellBasell","LYB","$30.73 B","$94.75","🇺🇸","USA"
"588","Thales","HO.PA","$30.66 B","$148.18","🇫🇷","France"
"589","DNB","DNB.OL","$30.66 B","$20.25","🇳🇴","Norway"
"590","Henkel","HEN3.DE","$30.65 B","$77.63","🇩🇪","Germany"
"591","Coal India","COALINDIA.NS","$30.61 B","$4.97","🇮🇳","India"
"592","Great-West Lifeco","GWO.TO","$30.60 B","$32.83","🇨🇦","Canada"
"593","Assa Abloy","ASAZF","$30.48 B","$27.03","🇸🇪","Sweden"
"594","Imperial Oil","IMO","$30.48 B","$56.90","🇨🇦","Canada"
"595","Telstra","TLS.AX","$30.46 B","$2.64","🇦🇺","Australia"
"596","CDW Corporation","CDW","$30.44 B","$227.26","🇺🇸","USA"
"597","Equifax","EFX","$30.39 B","$246.66","🇺🇸","USA"
"598","China State Construction Engineering","601668.SS","$30.36 B","$0.72","🇨🇳","China"
"599","Quanta Computer","2382.TW","$30.30 B","$7.86","🇹🇼","Taiwan"
"600","Ryanair","RYAAY","$30.28 B","$132.84","🇮🇪","Ireland"
"601","Cenovus Energy","CVE","$30.24 B","$16.06","🇨🇦","Canada"
"602","Daimler Truck","DTG.F","$30.22 B","$35.84","🇩🇪","Germany"
"603","Chandra Asri Petrochemical","TPIA.JK","$30.10 B","$0.35","🇮🇩","Indonesia"
"604","Baker Hughes","BKR","$30.10 B","$29.96","🇺🇸","USA"
"605","Chocoladefabriken Lindt & Sprüngli","LISP.SW","$30.06 B","$12,829","🇨🇭","Switzerland"
"606","FICO","FICO","$30.03 B","$1,208","🇺🇸","USA"
"607","3i Group","III.L","$30.02 B","$30.85","🇬🇧","UK"
"608","Sun Life Financial","SLF","$29.98 B","$51.29","🇨🇦","Canada"
"609","HubSpot","HUBS","$29.93 B","$594.75","🇺🇸","USA"
"610","Skandinaviska Enskilda Banken","SEB-A.ST","$29.90 B","$14.26","🇸🇪","Sweden"
"611","Vulcan Materials","VMC","$29.88 B","$224.94","🇺🇸","USA"
"612","Disco Corp.","6146.T","$29.74 B","$274.61","🇯🇵","Japan"
"613","Wipro","WIT","$29.74 B","$5.70","🇮🇳","India"
"614","Bridgestone","5108.T","$29.73 B","$43.45","🇯🇵","Japan"
"615","Chunghwa Telecom","CHT","$29.72 B","$38.32","🇹🇼","Taiwan"
"616","Kia","000270.KS","$29.67 B","$74.90","🇰🇷","S. Korea"
"617","Singtel","Z74.SI","$29.54 B","$1.79","🇸🇬","Singapore"
"618","Arch Capital","ACGL","$29.54 B","$79.17","🇧🇲","Bermuda"
"619","Maersk","MAERSK-B.CO","$29.50 B","$1,815","🇩🇰","Denmark"
"620","Hexagon","HXGBF","$29.43 B","$11.09","🇸🇪","Sweden"
"621","DMart","DMART.NS","$29.36 B","$45.13","🇮🇳","India"
"622","China Pacific Insurance","601601.SS","$29.32 B","$3.51","🇨🇳","China"
"623","Renesas Electronics","6723.T","$29.31 B","$16.50","🇯🇵","Japan"
"624","MongoDB","MDB","$29.25 B","$405.32","🇺🇸","USA"
"625","Prudential","PUK","$29.24 B","$21.28","🇬🇧","UK"
"626","Hannover Rück","HNR1.DE","$29.21 B","$242.25","🇩🇪","Germany"
"627","Dollar Tree","DLTR","$29.19 B","$133.98","🇺🇸","USA"
"628","Jardine Matheson","J36.SI","$29.16 B","$40.45","🇭🇰","Hong Kong"
"629","Woolworths Group","WOW.AX","$29.15 B","$23.86","🇦🇺","Australia"
"630","HP","HPQ","$29.13 B","$29.40","🇺🇸","USA"
"631","Dollar General","DG","$29.09 B","$132.57","🇺🇸","USA"
"632","Monolithic Power Systems","MPWR","$29.08 B","$607.09","🇺🇸","USA"
"633","Archer Daniels Midland (ADM)","ADM","$29.00 B","$54.38","🇺🇸","USA"
"634","Nestlé India","NESTLEIND.NS","$28.99 B","$30.07","🇮🇳","India"
"635","Ashtead","AHT.L","$28.93 B","$66.12","🇬🇧","UK"
"636","Marubeni","8002.T","$28.87 B","$17.00","🇯🇵","Japan"
"637","PSEG","PEG","$28.81 B","$57.84","🇺🇸","USA"
"638","Vestas Wind Systems","VWS.CO","$28.81 B","$28.55","🇩🇰","Denmark"
"639","Ansys","ANSS","$28.79 B","$331.33","🇺🇸","USA"
"640","CITIC limited","0267.HK","$28.74 B","$0.99","🇨🇳","China"
"641","Barclays","BCS","$28.71 B","$7.58","🇬🇧","UK"
"642","QNB Finansbank","QNBFB.IS","$28.70 B","$8.57","🇹🇷","Turkey"
"643","Advantest","6857.T","$28.69 B","$38.95","🇯🇵","Japan"
"644","Quanta Services","PWR","$28.67 B","$197.37","🇺🇸","USA"
"645","Banorte","GFNORTEO.MX","$28.66 B","$9.94","🇲🇽","Mexico"
"646","WEG ON","WEGE3.SA","$28.44 B","$6.78","🇧🇷","Brazil"
"647","Powergrid Corporation of India","POWERGRID.NS","$28.42 B","$3.06","🇮🇳","India"
